"Date","RegionName","State","Metro","County","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-08-31,"Rockland","PA","Reading","Berks County",17927,1213,-0.00246710526315789,-0.00164609053497942,-0.00328677074774034,367
2019-08-31,"Lebanon","PA",,"Wayne County",17928,1159,-0.00258175559380379,-0.0102476515798463,-0.129226145755071,245
2019-08-31,"Green Forest","AR",,"Carroll County",17929,809,-0.00123456790123457,0.0074719800747198,-0.0158150851581509,506
2019-08-31,"Condon","MT","Missoula","Missoula County",17930,1182,0.00424808836023789,0.00424808836023789,-0.0239471511147812,538
2019-08-31,"Mahaffey","PA","DuBois","Clearfield County",17931,759,-0.00393700787401575,-0.0777642770352369,-0.0899280575539568,128
2019-08-31,"Bell","PA","DuBois","Clearfield County",17932,904,0.018018018018018,0.0585480093676815,-0.0141766630316249,306
2019-08-31,"Spokane","MO","Springfield","Christian County",17933,956,0.00420168067226891,0.114219114219114,0.101382488479263,109
2019-08-31,"Rutherford College","NC","Hickory-Lenoir-Morganton","Burke County",17934,1129,0.00444839857651246,0.0171171171171171,0.071157495256167,514
2019-08-31,"Texico","IL","Mount Vernon","Jefferson County",17935,1115,-0.00446428571428571,0.0081374321880651,0.0558712121212121,144
2019-08-31,"Monterey","LA","Natchez","Concordia Parish",17936,1063,-0.0157407407407407,-0.00374882849109653,0.130851063829787,156
2019-08-31,"Sherwood","TN","Tullahoma-Manchester","Franklin County",17937,985,0.0123329907502569,0.0546038543897216,0.123147092360319,227
2019-08-31,"Olar","SC",,"Bamberg County",17938,1053,-0.00378429517502365,0.0313418217433888,0.0900621118012422,212
2019-08-31,"Quasqueton","IA",,"Buchanan County",17939,831,-0.00479041916167665,0.00120481927710843,0.00727272727272727,253
2019-08-31,"Meridian","CA","Yuba City","Sutter County",17940,1705,0.000586854460093897,0,0.106424399740428,147
2019-08-31,"Tubac","AZ","Nogales","Santa Cruz County",17941,1316,-0.0294985250737463,-0.0790762771168649,-0.0105263157894737,1059
2019-08-31,"Cove","AR",,"Polk County",17942,784,-0.00254452926208651,0.00255754475703325,0.0168612191958495,255
2019-08-31,"Goodview","MN","Winona","Winona County",17943,838,-0.0164319248826291,-0.00828402366863905,0.077120822622108,1180
2019-08-31,"Sleepy Eye","MN","New Ulm","Brown County",17944,1218,-0.00327332242225859,-0.01535974130962,0.0158465387823186,1315
2019-08-31,"Saltillo","TX","Sulphur Springs","Hopkins County",17945,1283,-0.00310800310800311,0.00785545954438335,0.0296950240770466,140
2019-08-31,"Markham","TX","Bay City","Matagorda County",17946,1233,0.062015503875969,0.185576923076923,,128
2019-08-31,"Santa Ysabel","CA","San Diego-Carlsbad","San Diego County",17947,2178,0.00183992640294388,-0.0268096514745308,-0.0879396984924623,540
2019-08-31,"Hardy","KY",,"Pike County",17948,799,-0.00745341614906832,-0.0049813200498132,-0.0244200244200244,187
2019-08-31,"Lindsay","OK",,"Garvin County",17949,734,0.00273224043715847,0.0124137931034483,0.0381895332390382,1353
2019-08-31,"Benkelman","NE",,"Dundy County",17950,738,-0.00672947510094213,-0.00404858299595142,-0.122473246135553,271
2019-08-31,"Schaefferstown","PA","Lebanon","Lebanon County",17951,1102,0.0175438596491228,0.0175438596491228,0.0910891089108911,326
2019-08-31,"New Meadows","ID",,"Adams County",17952,1211,0.0288870008496177,0.090990990990991,0.0870736086175942,269
2019-08-31,"Frazer","PA","Pittsburgh","Allegheny County",17953,1152,0.00523560209424084,0.00964066608238387,-0.012853470437018,502
2019-08-31,"Leetsdale","PA","Pittsburgh","Allegheny County",17954,1005,0.00199401794616152,-0.0195121951219512,0.0286591606960082,440
2019-08-31,"De Kalb","MO","St. Joseph","Buchanan County",17955,756,0.0026525198938992,0.0341997264021888,0.0588235294117647,177
2019-08-31,"Hopedale","IL","Peoria","Tazewell County",17956,717,0.00985915492957747,-0.0218281036834925,-0.0854591836734694,495
2019-08-31,"Springbrook","WI",,"Washburn County",17957,996,0.0070778564206269,0.0204918032786885,0.0321243523316062,135
2019-08-31,"Sand Hill","OK","Muskogee","Muskogee County",17958,687,0.0299850074962519,0.0488549618320611,-0.0691056910569106,111
2019-08-31,"South Shenango","PA","Meadville","Crawford County",17959,656,-0.0310192023633678,-0.108695652173913,-0.274336283185841,202
2019-08-31,"Lenora","KS",,"Norton County",17960,792,0.0102040816326531,0.0393700787401575,0.0731707317073171,170
2019-08-31,"Lewisville","IN","New Castle","Henry County",17961,766,0.00657030223390276,-0.0192061459667093,-0.0837320574162679,330
2019-08-31,"Hamburg","MN","Minneapolis-St. Paul-Bloomington","Carver County",17962,1601,0.00125078173858662,-0.0111179740580605,-0.0153751537515375,322
2019-08-31,"Killdeer","ND",,"Dunn County",17963,1266,0.0436933223413026,0.00635930047694754,-0.0878962536023055,213
2019-08-31,"Gandeeville","WV",,"Roane County",17964,814,0.00369913686806412,0.00618046971569839,-0.00245098039215686,226
2019-08-31,"Renner","SD","Sioux Falls","Minnehaha County",17965,1019,0.00891089108910891,0.0261832829808661,-0.109265734265734,320
2019-08-31,"Brule","WI","Duluth","Douglas County",17966,1021,0.00889328063241107,0.0482546201232033,0.0471794871794872,396
2019-08-31,"Rankin","TX",,"Upton County",17967,1163,0.00867302688638335,0.0310283687943262,0.126937984496124,277
2019-08-31,"Hickory Grove","SC","Charlotte-Concord-Gastonia","York County",17968,1106,-0.0729253981559095,-0.150537634408602,-0.102272727272727,508
2019-08-31,"Kandiyohi","MN","Willmar","Kandiyohi County",17969,1015,-0.0087890625,-0.00490196078431373,-0.130993150684932,243
2019-08-31,"Portland","ND",,"Traill County",17970,1184,-0.0206782464846981,-0.00587741393786734,0.00254022015241321,188
2019-08-31,"Shamrock","OK","Tulsa","Creek County",17971,694,0,0,-0.0266479663394109,140
2019-08-31,"Franklin","IL","Jacksonville","Morgan County",17972,947,0.00530785562632696,0.0182795698924731,0.0464088397790055,498
2019-08-31,"Benson","VT","Rutland","Rutland County",17973,1576,0.0154639175257732,0.0506666666666667,0.0382081686429512,248
2019-08-31,"Kress","TX",,"Swisher County",17974,1078,0.0150659133709981,0.0558276199804114,0.120582120582121,333
2019-08-31,"Wilton","ND","Bismarck","Burleigh County",17975,776,0.0117340286831812,0.0402144772117962,0.127906976744186,168
2019-08-31,"Cayuta","NY",,"Schuyler County",17976,1387,0.0131482834185537,0.0296956198960653,-0.00928571428571429,178
2019-08-31,"Gardner","IL","Chicago-Naperville-Elgin","Grundy County",17977,1188,0.00168634064080944,-0.000841042893187553,-0.0309951060358891,538
2019-08-31,"Madison","PA","Pittsburgh","Armstrong County",17978,948,0.00423728813559322,0.0237580993520518,-0.166959578207381,339
2019-08-31,"Aplington","IA",,"Butler County",17979,866,-0.00345224395857307,0,-0.053551912568306,651
2019-08-31,"Topping","VA",,"Middlesex County",17980,1363,0.0073909830007391,0.0225056264066016,0.0194465220643231,670
2019-08-31,"Rochert","MN",,"Becker County",17981,1297,-0.0532846715328467,-0.0601449275362319,-0.0456217807211185,609
2019-08-31,"Irondale","OH","Weirton-Steubenville","Jefferson County",17982,743,0.00134770889487871,0.0136425648021828,0.0377094972067039,339
2019-08-31,"Lincoln","PA","Pittsburgh","Allegheny County",17983,901,0.00222469410456062,0.00670391061452514,0.00222469410456062,488
2019-08-31,"Pleasant Hill","LA",,"Sabine Parish",17984,949,-0.00419727177334732,0.00957446808510638,-0.05759682224429,159
2019-08-31,"Ogunquit","ME","Portland-South Portland","York County",17985,2082,0.000480538202787122,0.084375,0.0644171779141104,3026
2019-08-31,"Leaf River","IL","Rochelle","Ogle County",17986,1145,0.0232350312779267,0.074108818011257,,208
2019-08-31,"Speedwell","VA",,"Wythe County",17987,989,0.00712830957230143,0.0366876310272537,0.0566239316239316,126
2019-08-31,"Clover","VA",,"Halifax County",17988,905,0.0560093348891482,0.0647058823529412,-0.150234741784038,491
2019-08-31,"Urbanna","VA",,"Middlesex County",17989,1410,0.00427350427350427,0.0114777618364419,0.00427350427350427,1233
2019-08-31,"Weston","CO",,"Las Animas County",17990,1262,-0.0299769408147579,-0.0525525525525526,-0.0117462803445576,205
2019-08-31,"Varnell","GA","Dalton","Whitfield County",17991,946,0.0713476783691959,0.0713476783691959,-0.141560798548094,667
2019-08-31,"Basin","WY",,"Big Horn County",17992,958,0.0116156282998944,0.0267952840300107,0.00419287211740042,566
2019-08-31,"Kendalia","TX","San Antonio-New Braunfels","Kendall County",17993,1975,-0.0100250626566416,-0.052757793764988,-0.018389662027833,457
2019-08-31,"Velma","OK","Duncan","Stephens County",17994,627,-0.00947867298578199,-0.027906976744186,-0.0697329376854599,123
2019-08-31,"Glenburn","PA","Scranton--Wilkes-Barre--Hazleton","Lackawanna County",17995,1569,-0.0427089688834655,0.0502008032128514,0.0666213460231135,584
2019-08-31,"Logan","PA","Huntingdon","Huntingdon County",17996,1003,-0.00693069306930693,-0.00791295746785361,-0.0678438661710037,142
2019-08-31,"Smithers","WV","Beckley","Fayette County",17997,746,0.00403768506056528,0.0094722598105548,0.00134228187919463,162
2019-08-31,"Mousie","KY",,"Knott County",17998,792,-0.00876095118898623,-0.00627352572145546,-0.0185873605947955,107
2019-08-31,"Burt","IA",,"Kossuth County",17999,725,0.00974930362116992,0.0283687943262411,0.0254596888260255,210
2019-08-31,"Dennison","PA","Scranton--Wilkes-Barre--Hazleton","Luzerne County",18000,1002,0.0372670807453416,0.0903155603917301,0.0879478827361563,456
2019-08-31,"Swanquarter","NC",,"Hyde County",18001,972,0.00517063081695967,0.0125,0.0418006430868167,177
2019-08-31,"Weyerhaeuser","WI",,"Rusk County",18002,953,-0.0010482180293501,0.00739957716701903,0.0302702702702703,347
2019-08-31,"Union","PA","Huntingdon","Huntingdon County",18003,1020,0.00196463654223969,0.018981018981019,-0.0285714285714286,266
2019-08-31,"Franklin","NY","Malone","Franklin County",18004,1690,-0.00588235294117647,0.013189448441247,-0.0451977401129944,415
2019-08-31,"Townley","AL","Birmingham-Hoover","Walker County",18005,834,0.0133657351154314,0.030902348578492,0.00968523002421308,246
2019-08-31,"Pitcairn","NY","Ogdensburg-Massena","Saint Lawrence County",18006,975,-0.132562277580071,-0.169505962521295,-0.123201438848921,193
2019-08-31,"Pocahontas","TN",,"Hardeman County",18007,920,0.0087719298245614,0.0233592880978865,0.0087719298245614,720
2019-08-31,"Lake Wissota","WI","Eau Claire","Chippewa County",18008,1160,0.00172711571675302,-0.000861326442721792,-0.0136054421768707,991
2019-08-31,"Smithfield","ME",,"Somerset County",18009,1130,-0.00264783759929391,-0.0575479566305254,-0.154191616766467,631
2019-08-31,"Sierra Blanca","TX","El Paso","Hudspeth County",18010,1075,0.0151085930122757,0.0426770126091174,0.108247422680412,151
2019-08-31,"Dunmor","KY","Central City","Muhlenberg County",18011,771,-0.00129533678756477,-0.0102695763799743,-0.0528255528255528,246
2019-08-31,"Winchester","MO","St. Louis","Saint Louis County",18012,1210,0.0185185185185185,0.0297872340425532,0.0271646859083192,612
2019-08-31,"Oxford","NE",,"Furnas County",18013,757,0.00132275132275132,0.00132275132275132,-0.0835351089588378,157
2019-08-31,"Plum City","WI","Minneapolis-St. Paul-Bloomington","Pierce County",18014,1144,-0.00435161009573542,0.0232558139534884,-0.00521739130434783,331
2019-08-31,"Calverton Park","MO","St. Louis","Saint Louis County",18015,870,0.00578034682080925,0.0175438596491228,0.00694444444444444,590
2019-08-31,"Charlack","MO","St. Louis","Saint Louis County",18016,846,-0.00353356890459364,-0.013986013986014,-0.0903225806451613,387
2019-08-31,"Amboy","NY","Syracuse","Oswego County",18017,1118,0.0163636363636364,0.0907317073170732,0.0875486381322957,262
2019-08-31,"Burnettsville","IN",,"White County",18018,850,0.00117785630153121,0.00950118764845606,0,423
2019-08-31,"Harrah","WA","Yakima","Yakima County",18019,1235,0.0131255127153404,0.051063829787234,0.128884826325411,258
2019-08-31,"Berthold","ND","Minot","Ward County",18020,1120,0.0108303249097473,0.0351201478743068,-0.028620988725065,105
2019-08-31,"Witt","IL",,"Montgomery County",18021,831,0.00605326876513317,0.0109489051094891,0.0121802679658952,411
2019-08-31,"Walnut","IA","Omaha-Council Bluffs","Pottawattamie County",18022,1093,0.0129749768303985,0.0360189573459716,0.00644567219152855,512
2019-08-31,"Puako","HI","Hilo","Hawaii County",18023,2817,0.0262295081967213,0.0747806180847005,0.165494414563508,2039
2019-08-31,"Henderson","NE",,"York County",18024,961,0.00104166666666667,0.0126448893572181,-0.122374429223744,173
2019-08-31,"Cherry Valley","AR",,"Cross County",18025,715,-0.00417827298050139,0.00140056022408964,-0.00278940027894003,121
2019-08-31,"Humphrey","NY","Olean","Cattaraugus County",18026,848,-0.0286368843069874,-0.113897596656217,-0.29156223893066,182
2019-08-31,"Hay Springs","NE",,"Sheridan County",18027,817,-0.00849514563106796,-0.0203836930455636,-0.127136752136752,410
2019-08-31,"Burlington","NY","Oneonta","Otsego County",18028,1245,0.0524091293322062,0.138025594149909,-0.140193370165746,296
2019-08-31,"Coila","MS","Greenwood","Carroll County",18029,911,0.0022002200220022,0.0235955056179775,-0.0161987041036717,335
2019-08-31,"Tyrone","OK","Guymon","Texas County",18030,806,0.0100250626566416,0.0280612244897959,0.0254452926208651,108
2019-08-31,"Hazelton","ID","Twin Falls","Jerome County",18031,1025,0.0009765625,0.0148514851485149,0.138888888888889,558
2019-08-31,"Perry","SC","Augusta-Richmond County","Aiken County",18032,818,-0.0120772946859903,0.0111248454882571,0.0805812417437252,197
2019-08-31,"Davisville","WV","Parkersburg-Vienna","Wood County",18033,769,-0.0278128950695322,-0.0411471321695761,0.0131752305665349,577
2019-08-31,"Palestine","WV","Parkersburg-Vienna","Wirt County",18034,740,0,-0.00134952766531714,-0.0198675496688742,1130
2019-08-31,"Leicester","VT",,"Addison County",18035,1609,0.0138626339004411,0.0347266881028939,0.105082417582418,316
2019-08-31,"Barton","MD","Cumberland","Allegany County",18036,669,-0.0401721664275466,-0.136774193548387,-0.276756756756757,801
2019-08-31,"Santa Claus","IN",,"Spencer County",18037,999,0.00503018108651911,0.022517911975435,0.0638977635782748,1419
2019-08-31,"Terry","PA","Sayre","Bradford County",18038,1126,0.017163504968383,0.0754536771728749,0.0910852713178295,154
2019-08-31,"Newsoms","VA",,"Southampton County",18039,1193,0.0084530853761623,0.0257953568357696,0.0446584938704028,370
2019-08-31,"Roberts","ID","Idaho Falls","Jefferson County",18040,1131,0.0161725067385445,0.0244565217391304,0.0309936189608022,390
2019-08-31,"Mosier","OR","The Dalles","Wasco County",18041,1743,0.0265017667844523,0.089375,0.0362663495838288,424
2019-08-31,"Olcott","NY","Buffalo-Cheektowaga-Niagara Falls","Niagara County",18042,951,0.00422386483632524,0.0117021276595745,0.0281081081081081,566
2019-08-31,"La Harpe","IL","Fort Madison-Keokuk","Hancock County",18043,953,0.00105042016806723,0.0106044538706257,-0.0315040650406504,523
2019-08-31,"Meeteetse","WY",,"Park County",18044,1109,0.0472143531633617,0.0872549019607843,0.0714975845410628,290
2019-08-31,"San Felipe","TX","Houston-The Woodlands-Sugar Land","Austin County",18045,1415,0.00568585643212509,0.0261058738216099,-0.00840925017519271,164
2019-08-31,"Wausa","NE",,"Knox County",18046,816,-0.00609013398294762,-0.0377358490566038,-0.121636167922497,497
2019-08-31,"Columbine Valley","CO","Denver-Aurora-Lakewood","Arapahoe County",18047,4342,0.0011528706479133,0.013775391081018,0.0554205153135634,545
2019-08-31,"Woolwine","VA",,"Patrick County",18048,1141,0.0115248226950355,0.0279279279279279,0.0555041628122109,299
2019-08-31,"Chilmark","MA","Vineyard Haven","Dukes County",18049,5250,-0.0571120689655172,-0.120013409319477,-0.146618985695709,1131
2019-08-31,"Melvin","IL","Champaign-Urbana","Ford County",18050,1154,-0.00259291270527226,0.00610287707061901,-0.0670978172999192,274
2019-08-31,"Chula","MO",,"Livingston County",18051,903,0.00221975582685905,-0.0066006600660066,0.0191873589164786,177
2019-08-31,"Rockbridge Baths","VA",,"Rockbridge County",18052,1365,0.00441501103752759,0.0163812360387193,0.0209424083769634,409
2019-08-31,"Sparland","IL","Peoria","Marshall County",18053,908,0.00553709856035437,0.0100111234705228,0.0365296803652968,188
2019-08-31,"Algood","TN","Cookeville","Putnam County",18054,971,0.00206398348813209,-0.0122075279755849,-0.00715746421267894,1098
2019-08-31,"Lincoln","NH","Claremont-Lebanon","Grafton County",18055,2218,0.0819512195121951,0.0942279230389738,0.425449871465296,6246
2019-08-31,"Lewistown","OH","Bellefontaine","Logan County",18056,1090,0.00832562442183164,-0.00547445255474453,0.058252427184466,240
2019-08-31,"Packer","PA","Allentown-Bethlehem-Easton","Carbon County",18057,1029,-0.00962463907603465,-0.0481036077705828,-0.015311004784689,332
2019-08-31,"French Creek","NY","Jamestown-Dunkirk-Fredonia","Chautauqua County",18058,879,-0.0287292817679558,-0.114803625377643,-0.133990147783251,485
2019-08-31,"Republic","PA","Pittsburgh","Fayette County",18059,737,0.00545702592087312,0.0483641536273115,0.0759124087591241,355
2019-08-31,"Beulah","CO","Pueblo","Pueblo County",18060,1318,0.0130668716372022,0.0280811232449298,-0.0386579139314369,519
2019-08-31,"Kensington","MN","Alexandria","Douglas County",18061,1003,-0.0383509108341323,-0.12478184991274,-0.115520282186949,260
2019-08-31,"Fackler","AL","Scottsboro","Jackson County",18062,847,0.0143712574850299,0.0229468599033816,-0.065121412803532,172
2019-08-31,"Chalmers","IN",,"White County",18063,1034,0.00779727095516569,0.0402414486921529,0.0941798941798942,414
2019-08-31,"Geraldine","AL","Fort Payne","De Kalb County",18064,815,0.011166253101737,0.013681592039801,-0.069634703196347,432
2019-08-31,"Wayne","PA",,"Greene County",18065,1002,0.00400801603206413,0.00400801603206413,-0.0874316939890711,178
2019-08-31,"Chapin","IL","Jacksonville","Morgan County",18066,961,0.00313152400835073,0.00523012552301255,0.030010718113612,340
2019-08-31,"Fairlee","VT","Claremont-Lebanon","Orange County",18067,1594,0.00314663310258024,0.00125628140703518,0.00822264389626818,331
2019-08-31,"Wheeler","WI","Menomonie","Dunn County",18068,935,-0.0360824742268041,-0.0724206349206349,-0.0229885057471264,421
2019-08-31,"Stratford","IA",,"Hamilton County",18069,855,0,-0.00465657741559953,-0.0393258426966292,554
2019-08-31,"Ozawkie","KS","Topeka","Jefferson County",18070,1040,-0.00383141762452107,0.00289296046287367,-0.00573613766730402,982
2019-08-31,"Decker","IN","Vincennes","Knox County",18071,888,-0.00224719101123596,0.0325581395348837,0.151750972762646,396
2019-08-31,"Banks","PA","Indiana","Indiana County",18072,777,0.00909090909090909,-0.00766283524904214,-0.182105263157895,273
2019-08-31,"Campbell Hill","IL","Carbondale-Marion","Jackson County",18073,820,-0.00966183574879227,0.00367197062423501,-0.0272835112692764,167
2019-08-31,"Marydel","DE","Dover","Kent County",18074,1341,0.00600150037509377,0.0128398791540786,0.0609177215189873,414
2019-08-31,"Saint Maries","ID",,"Benewah County",18075,1143,0.016,0.0428832116788321,0.10009624639076,1301
2019-08-31,"Willow River","MN",,"Pine County",18076,1344,-0.0022271714922049,0.00598802395209581,0.0330514988470407,632
2019-08-31,"Cordova","IL","Davenport-Moline-Rock Island","Rock Island County",18077,1010,0.01,0.0930735930735931,0.0990206746463547,586
2019-08-31,"Hatton","ND",,"Traill County",18078,983,-0.0140421263791374,-0.0189620758483034,-0.0602294455066922,246
2019-08-31,"Westport","WA","Aberdeen","Grays Harbor County",18079,1112,0.0211202938475666,0.0723240115718418,0.252252252252252,1777
2019-08-31,"Rosalia","WA","Pullman","Whitman County",18080,1002,-0.0635514018691589,,,208
2019-08-31,"Neville Island","PA","Pittsburgh","Allegheny County",18081,918,0.00109051254089422,-0.00433839479392625,0.0303030303030303,483
2019-08-31,"Charleston","VT",,"Orleans County",18082,1347,-0.0153508771929825,0.0290297937356761,0.163212435233161,236
2019-08-31,"Marquette Heights","IL","Peoria","Tazewell County",18083,800,0.0025062656641604,0.00628930817610063,0.0376134889753567,1037
2019-08-31,"Arlington","IA",,"Fayette County",18084,826,0.00242718446601942,0.011015911872705,-0.0384167636786962,641
2019-08-31,"Redbank","PA","Pittsburgh","Armstrong County",18085,942,0.00426439232409382,0.0295081967213115,-0.129390018484288,285
2019-08-31,"Culbertson","MT",,"Roosevelt County",18086,1099,0.0290262172284644,0.0774509803921569,0.0659553831231814,190
2019-08-31,"South Newton","PA","Harrisburg-Carlisle","Cumberland County",18087,1236,-0.0072289156626506,0.0024330900243309,0.0591259640102828,415
2019-08-31,"Washington","PA",,"Greene County",18088,1173,0.00600343053173242,0.0182291666666667,0.100375234521576,229
2019-08-31,"Dumas","MS",,"Tippah County",18089,890,0.00792751981879955,0.0409356725146199,0.0229885057471264,386
2019-08-31,"Pomeroy","IA",,"Calhoun County",18090,750,0,0,-0.00133155792276964,464
2019-08-31,"Arnoldsville","GA","Athens-Clarke County","Oglethorpe County",18091,1295,-0.0196820590461771,-0.0114503816793893,0.00699844479004666,505
2019-08-31,"Lake Lillian","MN","Willmar","Kandiyohi County",18092,963,-0.0163432073544433,-0.00721649484536082,-0.224012892828364,347
2019-08-31,"Steuben","ME",,"Washington County",18093,1138,-0.00611353711790393,-0.00784655623365301,0.000879507475813544,588
2019-08-31,"Clear Fork","WV",,"Wyoming County",18094,721,0.0112201963534362,0.0270655270655271,-0.0412234042553191,302
2019-08-31,"Rodney Village","DE","Dover","Kent County",18095,1197,0.000836120401337793,-0.00333055786844296,0.0265866209262436,444
2019-08-31,"Edgeley","ND",,"Lamoure County",18096,846,-0.023094688221709,-0.0386363636363636,-0.0264672036823936,187
2019-08-31,"Coleman","OK",,"Johnston County",18097,961,0.0115789473684211,0.061878453038674,0.180589680589681,220
2019-08-31,"Darden","TN",,"Henderson County",18098,929,0.00650054171180932,0.0231277533039648,0.0253863134657837,436
2019-08-31,"Martin","GA",,"Franklin County",18099,1149,0,0.0177147918511957,0.0668523676880223,103
2019-08-31,"Pymatuning North","PA","Meadville","Crawford County",18100,589,-0.0232172470978441,-0.0924499229583975,-0.25253807106599,118
2019-08-31,"Ashland","PA",,"Clarion County",18101,642,-0.0198473282442748,-0.0880681818181818,-0.455008488964346,247
2019-08-31,"La Plata","NM","Farmington","San Juan County",18102,1086,0.00462534690101758,-0.000919963201471941,-0.0286225402504472,358
2019-08-31,"Potosi","WI","Platteville","Grant County",18103,1022,0.0261044176706827,,0.118161925601751,217
2019-08-31,"Bruceville","IN","Vincennes","Knox County",18104,932,0.00539374325782093,0.0332594235033259,0.0849825378346915,635
2019-08-31,"Cedar Vale","KS",,"Chautauqua County",18105,746,-0.00797872340425532,0,-0.0066577896138482,317
2019-08-31,"Frankfort","ME",,"Waldo County",18106,1252,0.00805152979066022,0.0154095701540957,0.0468227424749164,451
2019-08-31,"Jasper","TN","Chattanooga","Marion County",18107,1081,0.00651769087523277,0.0404234841193455,0.0756218905472637,1388
2019-08-31,"Oglesby","TX","Killeen-Temple","Coryell County",18108,912,-0.0065359477124183,-0.0369588173178458,0.014460511679644,224
2019-08-31,"Elkhart","IA","Des Moines-West Des Moines","Polk County",18109,1367,0.00588668138337013,0.0239700374531835,0.00219941348973607,456
2019-08-31,"New Plymouth","OH","Columbus","Hocking County",18110,873,0.00808314087759815,0.0355871886120996,,211
2019-08-31,"Keithsburg","IL","Davenport-Moline-Rock Island","Mercer County",18111,1016,0,0.0099403578528827,0.00693756194251734,318
2019-08-31,"Keewatin","MN","Grand Rapids","Itasca County",18112,1105,0.015625,0.0962301587301587,0.0973187686196624,559
2019-08-31,"Jasper","MI","Adrian","Lenawee County",18113,852,-0.00234192037470726,0.00235294117647059,-0.0984126984126984,341
2019-08-31,"Quicksburg","VA",,"Shenandoah County",18114,1001,0.0203873598369011,-0.0337837837837838,-0.161641541038526,336
2019-08-31,"Jordan","PA","Williamsport","Lycoming County",18115,897,-0.00222469410456062,-0.025,-0.0587618048268625,167
2019-08-31,"Lapeer","NY","Cortland","Cortland County",18116,1003,-0.0147347740667976,-0.0411089866156788,-0.195669607056937,163
2019-08-31,"Woodland Mills","TN","Union City","Obion County",18117,904,0.0111856823266219,0.0226244343891403,0.0168728908886389,175
2019-08-31,"Hollow Rock","TN",,"Carroll County",18118,851,0.00117647058823529,0.0191616766467066,0.00591016548463357,878
2019-08-31,"Brooten","MN","St. Cloud","Stearns County",18119,1058,0.011472275334608,0.0433925049309665,0.0124401913875598,458
2019-08-31,"Proctor","WV","Wheeling","Marshall County",18120,868,-0.0034443168771527,0.0023094688221709,-0.00115074798619102,160
2019-08-31,"Welcome","MD","Washington-Arlington-Alexandria","Charles County",18121,1936,-0.00103199174406605,-0.00564971751412429,0.0414201183431953,346
2019-08-31,"Lunenburg","VT","Berlin","Essex County",18122,1384,-0.0184397163120567,-0.0225988700564972,0.0476911430734292,405
2019-08-31,"Cartwright","OK","Durant","Bryan County",18123,874,0.00691244239631336,0.0198366394399067,-0.023463687150838,317
2019-08-31,"Red Oak","VA",,"Charlotte County",18124,1034,-0.0171102661596958,-0.0913884007029877,-0.0759606791778374,361
2019-08-31,"Riverton","MN","Brainerd","Crow Wing County",18125,997,-0.0441035474592522,-0.0629699248120301,-0.197262479871176,147
2019-08-31,"Elizabeth","AR","Mountain Home","Baxter County",18126,749,0.00402144772117962,0.0176630434782609,0.0149051490514905,244
2019-08-31,"Swifton","AR",,"Jackson County",18127,756,0.00132450331125828,0.0147651006711409,0.0485436893203883,290
2019-08-31,"Kirksey","KY","Murray","Calloway County",18128,1000,0.0193679918450561,0.0582010582010582,0.0706638115631692,178
2019-08-31,"Russell","IA",,"Lucas County",18129,806,-0.00738916256157635,-0.0110429447852761,-0.0324129651860744,276
2019-08-31,"Osmond","NE","Norfolk","Pierce County",18130,863,0.00465657741559953,0.017688679245283,-0.0023121387283237,221
2019-08-31,"Moss","TN",,"Clay County",18131,938,0.00860215053763441,0.0195652173913043,0.0376106194690266,497
2019-08-31,"Excello","MO",,"Macon County",18132,853,-0.00117096018735363,-0.00350467289719626,-0.00117096018735363,263
2019-08-31,"Mount Vernon","SD","Mitchell","Davison County",18133,876,0.00343642611683849,-0.0135135135135135,-0.274233637116819,359
2019-08-31,"Cooksville","MD","Baltimore-Columbia-Towson","Howard County",18134,2848,-0.00384749912556838,0.00423131170662906,0.0229885057471264,327
2019-08-31,"Port Barrington","IL","Chicago-Naperville-Elgin","McHenry County",18135,1801,-0.0104395604395604,-0.020663404023926,-0.00221606648199446,705
2019-08-31,"Level Plains","AL","Ozark","Dale County",18136,870,0.00578034682080925,0.00578034682080925,-0.0512540894220284,465
2019-08-31,"Black","PA","Somerset","Somerset County",18137,766,-0.00390117035110533,-0.0166880616174583,-0.124571428571429,189
2019-08-31,"Limestone","PA","Bloomsburg-Berwick","Montour County",18138,1237,0.0368818105616094,0.0976042590949423,-0.0607441154138193,259
2019-08-31,"Anawalt","WV",,"McDowell County",18139,681,0.00147058823529412,0.0240601503759399,0.00590841949778434,116
2019-08-31,"Ohio","NY","Utica-Rome","Herkimer County",18140,814,-0.0567786790266512,-0.234962406015038,-0.496909765142151,401
2019-08-31,"Hammondsville","OH","Weirton-Steubenville","Jefferson County",18141,751,0.00401069518716578,0.00805369127516779,-0.0272020725388601,154
2019-08-31,"Palmer","NE","Grand Island","Merrick County",18142,1054,0.00668576886341929,0.0233009708737864,-0.0580875781948168,419
2019-08-31,"Holcomb","MO","Kennett","Dunklin County",18143,755,0.0013262599469496,0.0107095046854083,0.0648801128349788,629
2019-08-31,"Gallant","AL","Gadsden","Etowah County",18144,865,0.00348027842227378,0.0140679953106682,-0.00230680507497117,322
2019-08-31,"Tieton","WA","Yakima","Yakima County",18145,1222,0.000819000819000819,0.010752688172043,0.0804597701149425,769
2019-08-31,"Callaway","MD","California-Lexington Park","Saint Marys County",18146,1457,0.000686813186813187,-0.0293137908061292,-0.0612113402061856,685
